citation_display,work_type,author,year,title,venue,editor,publisher,vol_issue,pages,url,region,subregion,topic,notes,source_file,source_sheet,id
野田定治（1933）「愛知県河和町方言動詞助動詞変化例」『音声学協会会報』29 ,journal,野田定治,1933,愛知県河和町方言動詞助動詞変化例,音声学協会会報,,,29,,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
野田定治（1933）「愛知県河和町方言動詞助動詞変化例」『音声学協会会報』30 ,journal,野田定治,1933,愛知県河和町方言動詞助動詞変化例,音声学協会会報,,,30,,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
岡田稔（1933）「尾張方言研究略史」『国漢研究』,journal,岡田稔,1933,尾張方言研究略史,国漢研究,,,,,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
市橋鐸（1933）「尾北方言対話劇」『国漢研究』,journal,市橋鐸,1933,尾北方言対話劇,国漢研究,,,,,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
市橋鐸（1933）「尾北方言の対話語」『国漢研究』,journal,市橋鐸,1933,尾北方言の対話語,国漢研究,,,,,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
青木辰治（1933）「尾張言葉に関する文献」『国語と国文学』10(1) ,journal,青木辰治,1933,尾張言葉に関する文献,国語と国文学,,,10(1),,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
市村宏（1933）「信濃高井郡地方の敬語」『旅と伝説』6(9) ,journal,市村宏,1933,信濃高井郡地方の敬語,旅と伝説,,,6(9),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
市村宏（1933）「信濃高井郡方言四つ」『旅と伝説』6(10) ,journal,市村宏,1933,信濃高井郡方言四つ,旅と伝説,,,6(10),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
内田武志（1933）「丁斑魚の方言」『土の香』49 ,journal,内田武志,1933,丁斑魚の方言,土の香,,,49,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
内田武志（1933）「静岡県蚯蚓の方言」『土の香』50 ,journal,内田武志,1933,静岡県蚯蚓の方言,土の香,,,50,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
内田武志（1933）「黒子と踵の方言」『土の香』51 ,journal,内田武志,1933,黒子と踵の方言,土の香,,,51,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
青島生（1933）「方言二三ー駿河西部地方―」『土の香』51 ,journal,青島生,1933,方言二三ー駿河西部地方―,土の香,,,51,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
黒田紘一（1933）「尾張と三河の方言に就いて」『土の香』46 ,journal,黒田紘一,1933,尾張と三河の方言に就いて,土の香,,,46,,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
鈴木規夫（1933）「「名古屋ことば」について」『土の香』50 ,journal,鈴木規夫,1933,「名古屋ことば」について,土の香,,,50,,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
岡田稔（1933）「尾三方言中の人代名詞につきて」『土の香』50 ,journal,岡田稔,1933,尾三方言中の人代名詞につきて,土の香,,,50,,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
内田武志（1933）「摺木と摺鉢の方言」『土の香』55 ,journal,内田武志,1933,摺木と摺鉢の方言,土の香,,,55,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
内田武志（1933）「静岡市近傍漁業語彙」『方言』3(2) ,journal,内田武志,1933,静岡市近傍漁業語彙,方言,,,3(2),,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
森無黄（1933）「甲斐方言俳諧」『方言』3(10) ,journal,森無黄,1933,甲斐方言俳諧,方言,,,3(10),,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
谷亮平（1933）「豊橋方言余録」『方言』3(2) ,journal,谷亮平,1933,豊橋方言余録,方言,,,3(2),,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
内田武志（1933）「静岡県ジャンケン称呼集」『方言と土俗』3(10) ,journal,内田武志,1933,静岡県ジャンケン称呼集,方言と土俗,,,3(10),,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
内田武志（1933）「静岡県人形遊びの方言」『方言と土俗』4(3) ,journal,内田武志,1933,静岡県人形遊びの方言,方言と土俗,,,4(3),,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
内田武志（1934）「流星の方言と俗信其他（一）」『旅と伝説』7(9) ,journal,内田武志,1934,流星の方言と俗信其他（一）,旅と伝説,,,7(9),,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
内田武志（1934）「流星の方言と俗信其他（二）」『旅と伝説』7(10) ,journal,内田武志,1934,流星の方言と俗信其他（二）,旅と伝説,,,7(10),,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
山田有一（1934）「愛知県に於ける農地方言の研究」『土の香』68 ,journal,山田有一,1934,愛知県に於ける農地方言の研究,土の香,,,68,,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
内田武志（1934）「静岡県の幼言葉」『方言』4(8) ,journal,内田武志,1934,静岡県の幼言葉,方言,,,4(8),,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
笹岡末吉（1934）「諏訪語特徴語一斑」『方言』4(1) ,journal,笹岡末吉,1934,諏訪語特徴語一斑,方言,,,4(1),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
佐伯隆治（1934）「長野市及び上水内郡方言集」『方言』4(11) ,journal,佐伯隆治,1934,長野市及び上水内郡方言集,方言,,,4(11),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
（1934）「三河北設楽郡方言集」『方言』4(3) ,journal,,1934,三河北設楽郡方言集,方言,,,4(3),,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
橘正一（1934）「山梨県河内方言集を薦む」『方言と土俗』4(9) ,journal,橘正一,1934,山梨県河内方言集を薦む,方言と土俗,,,4(9),,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
石川緑泥（1934）「山梨県河内方言」『方言と土俗』4(9) ,journal,石川緑泥,1934,山梨県河内方言,方言と土俗,,,4(9),,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
内田武志（1934）「柳の花芽の方言について」『志豆波多』2 ,journal,内田武志,1934,柳の花芽の方言について,志豆波多,,,2,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
紅林時次郎（1934）「島田町地方の方言に付いて」『静岡県郷土研究』3 ,journal,紅林時次郎,1934,島田町地方の方言に付いて,静岡県郷土研究,,,3,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
内田武志（1934）「星座和名小考」『静岡県郷土研究』3 ,journal,内田武志,1934,星座和名小考,静岡県郷土研究,,,3,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
（1934）「方言（イの部）」『尾参郷土研究』,journal,,1934,方言（イの部）,尾参郷土研究,,,,,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
東条操（1934）「刊行方言書目解題（六）-中部地方の部-」『方言』4(8) ,journal,東条操,1934,刊行方言書目解題（六）-中部地方の部-,方言,,,4(8),,,,,,,中部方言.xlsx,中部方言（雑誌論文）,
青山茂保（1935）「山村語抄」『土のいろ』65 ,journal,青山茂保,1935,山村語抄,土のいろ,,,65,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
鈴木四郎（1935）「農業語彙 浜名郡曳馬町付近」『土のいろ』65 ,journal,鈴木四郎,1935,農業語彙 浜名郡曳馬町付近,土のいろ,,,65,,,,,,,中部方言.xlsx,中部方言（雑誌論文）,
児玉卯一郎（1935）「佐渡方言と甲州方言との一致」『土の香』92 ,journal,児玉卯一郎,1935,佐渡方言と甲州方言との一致,土の香,,,92,,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
佐伯隆治（1935）「信州方言「ナナ」「ツ」「ヅラ」「ツラ」について」『土の香』80 ,journal,佐伯隆治,1935,信州方言「ナナ」「ツ」「ヅラ」「ツラ」について,土の香,,,80,,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
内田武志（1935）「蝉の幼虫と蜻蛉の幼虫との方言」『土の香』88 ,journal,内田武志,1935,蝉の幼虫と蜻蛉の幼虫との方言,土の香,,,88,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
（1935）「飛騨方言集」『ひだびと』1 ,journal,,1935,飛騨方言集,ひだびと,,,1,,,岐阜,,,,中部方言.xlsx,中部方言（雑誌論文）,
徳田晴彦（1935）「丘陽語法」『方言』5(2) ,journal,徳田晴彦,1935,丘陽語法,方言,,,5(2),,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
橋浦泰雄（1935）「静岡県周智郡気多村語彙」『方言』5(10) ,journal,橋浦泰雄,1935,静岡県周智郡気多村語彙,方言,,,5(10),,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
内田武志（1935）「足半草履の方言」『文字と言語』6 ,journal,内田武志,1935,足半草履の方言,文字と言語,,,6,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
町田礼助（1936）「信濃なまり歌仙行」『江戸時代語研究』2(1) ,journal,町田礼助,1936,信濃なまり歌仙行,江戸時代語研究,,,2(1),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
徳田政信（1936）「駿河の副詞語法」『国語研究（国学院大学）』4(4) ,journal,徳田政信,1936,駿河の副詞語法,国語研究（国学院大学）,,,4(4),,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
徳田政信（1936）「駿河の副詞語法」『国語研究（国学院大学）』4(5) ,journal,徳田政信,1936,駿河の副詞語法,国語研究（国学院大学）,,,4(5),,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
橘正一（1936）「少年考と甲斐方言」『旅と伝説』9(12) ,journal,橘正一,1936,少年考と甲斐方言,旅と伝説,,,9(12),,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
船越安夫（1936）「方言随想ウゲとダルマ」『土のいろ』69 ,journal,船越安夫,1936,方言随想ウゲとダルマ,土のいろ,,,69,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
平松東城（1936）「方言の一二」『土のいろ』69 ,journal,平松東城,1936,方言の一二,土のいろ,,,69,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
伊藤信太郎（1936）「浜名湖地方魚介の呼名」『土のいろ』69 ,journal,伊藤信太郎,1936,浜名湖地方魚介の呼名,土のいろ,,,69,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
乗松儀一郎（1936）「磐田郡敷地村方言抄」『土のいろ』69 ,journal,乗松儀一郎,1936,磐田郡敷地村方言抄,土のいろ,,,69,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
東条操（1936）「信濃の方言区画」『土の香』97 ,journal,東条操,1936,信濃の方言区画,土の香,,,97,,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
佐伯隆治（1936）「信州の「おたまじゃくし」の方言」『土の香』108 ,journal,佐伯隆治,1936,信州の「おたまじゃくし」の方言,土の香,,,108,,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
東条操（1936）「富士山麓地方の方言」『不二』8(1) ,journal,東条操,1936,富士山麓地方の方言,不二,,,8(1),,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
徳田政信（1936）「静岡県岳南語法―動助辞之部―」『方言』6(5) ,journal,徳田政信,1936,静岡県岳南語法―動助辞之部―,方言,,,6(5),,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
佐伯隆治（1936）「信州方言と古語」『方言』6(3) ,journal,佐伯隆治,1936,信州方言と古語,方言,,,6(3),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
佐伯隆治（1936）「信州東筑摩郡方言集」『方言』6(11) ,journal,佐伯隆治,1936,信州東筑摩郡方言集,方言,,,6(11),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
井上福実（1936）「遠山方言の一資料」『方言』6(11) ,journal,井上福実,1936,遠山方言の一資料,方言,,,6(11),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
瀬川清子（1936）「愛知県北設楽郡振草村語彙」『方言』6(8) ,journal,瀬川清子,1936,愛知県北設楽郡振草村語彙,方言,,,6(8),,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
井之口有一（1936）「愛知県農民衣食住語彙」『方言』6(12) ,journal,井之口有一,1936,愛知県農民衣食住語彙,方言,,,6(12),,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
橘正一（1936）「瀧井孝作氏の方言文学」『文字と言語』10 ,journal,橘正一,1936,瀧井孝作氏の方言文学,文字と言語,,,10,,,岐阜,,,,中部方言.xlsx,中部方言（雑誌論文）,
井之口有一（1937）「小学国語読本東山東海地方 方言訳と言語指導」『国語教育』22(5) ,journal,井之口有一,1937,小学国語読本東山東海地方 方言訳と言語指導,国語教育,,,22(5),,,,,,,中部方言.xlsx,中部方言（雑誌論文）,
井之口有一（1937）「小学国語読本東山東海地方 方言訳と言語指導」『国語教育』22(6) ,journal,井之口有一,1937,小学国語読本東山東海地方 方言訳と言語指導,国語教育,,,22(6),,,,,,,中部方言.xlsx,中部方言（雑誌論文）,
菊澤季生（1937）「膝栗毛に見える信濃方言の代名詞」『国語研究（国学院大学）』5(5) ,journal,菊澤季生,1937,膝栗毛に見える信濃方言の代名詞,国語研究（国学院大学）,,,5(5),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
岡田稔（1937）「尾張方言覚書」『土の香』108 ,journal,岡田稔,1937,尾張方言覚書,土の香,,,108,,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
井上福実（1937）「下伊那郡方言調査語彙抄」『方言』7(8) ,journal,井上福実,1937,下伊那郡方言調査語彙抄,方言,,,7(8),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
今泉忠義（1937）「東三河と西浜名」『方言』7(8) ,journal,今泉忠義,1937,東三河と西浜名,方言,,,7(8),,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
徳田政信ほか（1937）「静岡県博物方言集」『方言誌』19 ,journal,徳田政信ほか,1937,静岡県博物方言集,方言誌,,,19,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
住忠夫（1938）「浮世風呂と高山方言」『国語研究（国学院大学）』6(11) ,journal,住忠夫,1938,浮世風呂と高山方言,国語研究（国学院大学）,,,6(11),,,岐阜,,,,中部方言.xlsx,中部方言（雑誌論文）,
住忠夫（1938）「高山市の幼な言葉」『文字と言語』13 ,journal,住忠夫,1938,高山市の幼な言葉,文字と言語,,,13,,,岐阜,,,,中部方言.xlsx,中部方言（雑誌論文）,
佐伯隆治（1939）「信州南佐久郡方言集」『方言誌』23 ,journal,佐伯隆治,1939,信州南佐久郡方言集,方言誌,,,23,,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
平山輝男（1940）「飛騨アクセントの所属」『音声学協会会報』60 ,journal,平山輝男,1940,飛騨アクセントの所属,音声学協会会報,,,60,,,岐阜,,,,中部方言.xlsx,中部方言（雑誌論文）,
平山輝男（1940）「飛騨アクセントの所属」『音声学協会会報』61 ,journal,平山輝男,1940,飛騨アクセントの所属,音声学協会会報,,,61,,,岐阜,,,,中部方言.xlsx,中部方言（雑誌論文）,
金子大麓（1940）「長野県北佐久郡軽井沢町沓掛方言」『旅と伝説』13(12) ,journal,金子大麓,1940,長野県北佐久郡軽井沢町沓掛方言,旅と伝説,,,13(12),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
国枝春一（1940）「美濃揖斐郡徳山村郷土誌」『旅と伝説』13(5) ,journal,国枝春一,1940,美濃揖斐郡徳山村郷土誌,旅と伝説,,,13(5),,,岐阜,,,,中部方言.xlsx,中部方言（雑誌論文）,
柴田武（1940）「飛騨方言のアクセント」『ひだびと』8(4) ,journal,柴田武,1940,飛騨方言のアクセント,ひだびと,,,8(4),,,岐阜,,,,中部方言.xlsx,中部方言（雑誌論文）,
佐伯隆治（1941）「信州西筑摩郡開田村方言」『国語研究（国学院大学）』9(10) ,journal,佐伯隆治,1941,信州西筑摩郡開田村方言,国語研究（国学院大学）,,,9(10),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
佐伯隆治（1941）「信州西筑摩郡開田村方言」『国語研究（国学院大学）』9(11) ,journal,佐伯隆治,1941,信州西筑摩郡開田村方言,国語研究（国学院大学）,,,9(11),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
阿達義雄（1941）「甲州金と川柳」『古川柳研究』,journal,阿達義雄,1941,甲州金と川柳,古川柳研究,,,,,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
未知庵（1941）「川柳信濃路所々」『古川柳研究』,journal,未知庵,1941,川柳信濃路所々,古川柳研究,,,,,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
岩井三郎（1941）「静岡県井川村方言の考察」『方言研究（日本方言研究会）』4 ,journal,岩井三郎,1941,静岡県井川村方言の考察,方言研究（日本方言研究会）,,,4,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
都竹通年雄（1941）「飛騨萩原方言に於ける動詞と形容詞との活用」『方言研究（日本方言研究会）』4 ,journal,都竹通年雄,1941,飛騨萩原方言に於ける動詞と形容詞との活用,方言研究（日本方言研究会）,,,4,,,岐阜,,,,中部方言.xlsx,中部方言（雑誌論文）,
佐伯隆治（1942）「信州北部方言語法」『国語研究（国学院大学）』10(7) ,journal,佐伯隆治,1942,信州北部方言語法,国語研究（国学院大学）,,,10(7),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
佐伯隆治（1942）「信州北部方言語法」『国語研究（国学院大学）』10(8) ,journal,佐伯隆治,1942,信州北部方言語法,国語研究（国学院大学）,,,10(8),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
井之口有一（1942）「尾張三河方言と農民語彙」『方言研究』5 ,journal,井之口有一,1942,尾張三河方言と農民語彙,方言研究,,,5,,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
金田一春彦（1943）「静岡・山梨・長野県下のアクセント」『音声学協会会報』72 ,journal,金田一春彦,1943,静岡・山梨・長野県下のアクセント,音声学協会会報,,,72,,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
金田一春彦（1943）「静岡・山梨・長野県下のアクセント」『音声学協会会報』73 ,journal,金田一春彦,1943,静岡・山梨・長野県下のアクセント,音声学協会会報,,,73,,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
金田一春彦（1943）「静岡・山梨・長野県下のアクセント」『音声学協会会報』74 ,journal,金田一春彦,1943,静岡・山梨・長野県下のアクセント,音声学協会会報,,,74,,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
金田一春彦（1943）「静岡・山梨・長野県下のアクセント」『音声学協会会報』75 ,journal,金田一春彦,1943,静岡・山梨・長野県下のアクセント,音声学協会会報,,,75,,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
金田一春彦（1943）「静岡・山梨・長野県下のアクセント」『音声学協会会報』72 ,journal,金田一春彦,1943,静岡・山梨・長野県下のアクセント,音声学協会会報,,,72,,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
金田一春彦（1943）「静岡・山梨・長野県下のアクセント」『音声学協会会報』73 ,journal,金田一春彦,1943,静岡・山梨・長野県下のアクセント,音声学協会会報,,,73,,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
金田一春彦（1943）「静岡・山梨・長野県下のアクセント」『音声学協会会報』74 ,journal,金田一春彦,1943,静岡・山梨・長野県下のアクセント,音声学協会会報,,,74,,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
金田一春彦（1943）「静岡・山梨・長野県下のアクセント」『音声学協会会報』75 ,journal,金田一春彦,1943,静岡・山梨・長野県下のアクセント,音声学協会会報,,,75,,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
金田一春彦（1943）「静岡・山梨・長野県下のアクセント」『音声学協会会報』72 ,journal,金田一春彦,1943,静岡・山梨・長野県下のアクセント,音声学協会会報,,,72,,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
金田一春彦（1943）「静岡・山梨・長野県下のアクセント」『音声学協会会報』73 ,journal,金田一春彦,1943,静岡・山梨・長野県下のアクセント,音声学協会会報,,,73,,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
金田一春彦（1943）「静岡・山梨・長野県下のアクセント」『音声学協会会報』74 ,journal,金田一春彦,1943,静岡・山梨・長野県下のアクセント,音声学協会会報,,,74,,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
金田一春彦（1943）「静岡・山梨・長野県下のアクセント」『音声学協会会報』75 ,journal,金田一春彦,1943,静岡・山梨・長野県下のアクセント,音声学協会会報,,,75,,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
山名邦男（1943）「静岡県下千頭地方のアクセント」『音声学協会会報』74 ,journal,山名邦男,1943,静岡県下千頭地方のアクセント,音声学協会会報,,,74,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
山名邦男（1943）「静岡県下千頭地方のアクセント」『音声学協会会報』75 ,journal,山名邦男,1943,静岡県下千頭地方のアクセント,音声学協会会報,,,75,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
鈴木正彦（1943）「遠州地頭方採訪録」『民間伝承』9(2) ,journal,鈴木正彦,1943,遠州地頭方採訪録,民間伝承,,,9(2),,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
柳田邦男（1945）「信濃の言葉」『信濃』20(6) ,journal,柳田邦男,1945,信濃の言葉,信濃,,,20(6),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
宮良当壮（1947）「静岡県「みるい」について」『日本の言葉』5 ,journal,宮良当壮,1947,静岡県「みるい」について,日本の言葉,,,5,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
宇都宮貞子（1947）「草木の名（一）」『民間伝承』11(6-7) ,journal,宇都宮貞子,1947,草木の名（一）,民間伝承,,,11(6-7),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
宇都宮貞子（1947）「草木の名（二）」『民間伝承』11(8-9) ,journal,宇都宮貞子,1947,草木の名（二）,民間伝承,,,11(8-9),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
松倉寿一（1947）「蟻地獄と方言」『民間伝承』11(6-7) ,journal,松倉寿一,1947,蟻地獄と方言,民間伝承,,,11(6-7),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
倉光設人（1947）「稲と三河の地名」『民間伝承』12(3) ,journal,倉光設人,1947,稲と三河の地名,民間伝承,,,12(3),,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
倉光設人（1947）「稲と三河の地名」『民間伝承』12(4) ,journal,倉光設人,1947,稲と三河の地名,民間伝承,,,12(4),,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
福田良輔（1948）「奈良朝時代東国方言の成立について（上）」『文学研究』37 ,journal,福田良輔,1948,奈良朝時代東国方言の成立について（上）,文学研究,,,37,,,,,,,中部方言.xlsx,中部方言（雑誌論文）,
守屋新助（1949）「上下両伊那方言の境界線」『信濃教育』749 ,journal,守屋新助,1949,上下両伊那方言の境界線,信濃教育,,,749,,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
土井正男（1949）「「ツカレタ」の長野県方言」『信濃教育』257 ,journal,土井正男,1949,「ツカレタ」の長野県方言,信濃教育,,,257,,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
福田良輔（1949）「奈良朝時代東国方言の成立について（下）」『文学研究』38 ,journal,福田良輔,1949,奈良朝時代東国方言の成立について（下）,文学研究,,,38,,,,,,,中部方言.xlsx,中部方言（雑誌論文）,
畑美義（1949）「信州南部に於ける東西両方言の境界線」『信濃. [第三次]』2 ,journal,畑美義,1949,信州南部に於ける東西両方言の境界線,信濃. [第三次],,,2,,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
土川正男（1949）「「ツカレタ」の長野県方言」『信濃教育』752 ,journal,土川正男,1949,「ツカレタ」の長野県方言,信濃教育,,,752,,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
青木千代吉（1950）「長野県方言における音韻現象の概観」『国語学』4 ,journal,青木千代吉,1950,長野県方言における音韻現象の概観,国語学,,,4,,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
亀井孝（1950）「方言文学としての東歌，その言語的背景」『文学』18(9) ,journal,亀井孝,1950,方言文学としての東歌，その言語的背景,文学,,,18(9),,,,,,,中部方言.xlsx,中部方言（雑誌論文）,
福田良輔（1951）「奈良時代東国方言成立に関する諸問題-金田一博士亀井孝氏の批判に答えつつ-」『文学研究』42 ,journal,福田良輔,1951,奈良時代東国方言成立に関する諸問題-金田一博士亀井孝氏の批判に答えつつ-,文学研究,,,42,,,,,,,中部方言.xlsx,中部方言（雑誌論文）,
（1952）「名古屋人気質-方言にみる-」『郷土文化』7(1) ,journal,,1952,名古屋人気質-方言にみる-,郷土文化,,,7(1),,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
三谷栄一（1952）「甲斐ことば」『言語生活』12 ,journal,三谷栄一,1952,甲斐ことば,言語生活,,,12,,,山梨,,,,中部方言.xlsx,中部方言（雑誌論文）,
青木千代吉（1952）「ことば風土記」『言語生活』8 ,journal,青木千代吉,1952,ことば風土記,言語生活,,,8,,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
筧五百里（1952）「ことば風土記」『言語生活』6 ,journal,筧五百里,1952,ことば風土記,言語生活,,,6,,,岐阜,,,,中部方言.xlsx,中部方言（雑誌論文）,
望月誼三（1952）「ことば風土記」『言語生活』5 ,journal,望月誼三,1952,ことば風土記,言語生活,,,5,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
寺島虎男（1952）「長野県南安曇郡の「植物方言」について」『信濃 〔第3次〕』4(12) ,journal,寺島虎男,1952,長野県南安曇郡の「植物方言」について,信濃 〔第3次〕,,,4(12),,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
寺田泰政（1952）「地方的分布に見られる国語アクセントの性格について--主に静岡県の方言から」『日本文学論究』8 ,journal,寺田泰政,1952,地方的分布に見られる国語アクセントの性格について--主に静岡県の方言から,日本文学論究,,,8,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
松下厚（1952）「遠州の方言」『文化と教育』3(9) ,journal,松下厚,1952,遠州の方言,文化と教育,,,3(9),,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
渡辺敏郎（1952）「遠州の子供」『文化と教育』,journal,渡辺敏郎,1952,遠州の子供,文化と教育,,,,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
松下厚（1952）「遠州の方言」『文化と教育』,journal,松下厚,1952,遠州の方言,文化と教育,,,,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
牛山初男（1953）「東西両方言の境界線」『言語生活』19 ,journal,牛山初男,1953,東西両方言の境界線,言語生活,,,19,,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
土川正男（1953）「ズラことば」『言語生活』21 ,journal,土川正男,1953,ズラことば,言語生活,,,21,,,長野,,,,中部方言.xlsx,中部方言（雑誌論文）,
山口幸洋（1953）「ズラとダニ」『言語生活』24 ,journal,山口幸洋,1953,ズラとダニ,言語生活,,,24,,,静岡,,,,中部方言.xlsx,中部方言（雑誌論文）,
中村直子（1953）「名古屋ことば」『言語生活』16 ,journal,中村直子,1953,名古屋ことば,言語生活,,,16,,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
榊原省三（1953）「豊川方言の「モノ」」『言語生活』19 ,journal,榊原省三,1953,豊川方言の「モノ」,言語生活,,,19,,,愛知,,,,中部方言.xlsx,中部方言（雑誌論文）,
